"FECHA","HORA","CO","CO2","NO","NO2","NOX","O3","PM10","PM25","TMP","RH","WSP","WDR"
"23/02/2021",2,0.19,80,13,34,48,4,47,31,10.2,62,3,329
"23/02/2021",3,0.22,76,23,38,62,2,38,22,9.7,65,3.1,323
"23/02/2021",4,0.22,70,20,37,57,1,41,27,9.4,66,2.6,324
"23/02/2021",5,0.36,112,27,38,65,4,52,37,8.9,68,2.7,320
"23/02/2021",6,0.48,97,45,37,82,2,60,42,8.7,69,2.5,321
"23/02/2021",7,0.64,77,77,37,114,0,65,41,8.4,69,2.2,322
"23/02/2021",8,1.08,61,114,37,152,1,76,44,8.6,67,1.4,319
"23/02/2021",9,1.14,51,112,43,155,4,83,48,11,56,0.8,331
"23/02/2021",10,0.86,53,85,60,145,12,91,51,13.2,49,1.3,4
"23/02/2021",11,0.97,41,60,79,138,23,110,65,15.7,42,1.5,25
"23/02/2021",12,0.94,27,36,70,106,38,109,62,18.6,33,1.5,338
"23/02/2021",13,0.54,17,13,40,54,57,82,42,20.8,22,3.1,343
"23/02/2021",14,0.21,5,10,19,27,59,48,19,22.3,13,3.6,351
"23/02/2021",15,0.12,5,5,15,20,64,38,13,23.2,12,3,340
"23/02/2021",16,0.11,5,3,15,18,69,44,15,24,12,3.1,331
"23/02/2021",17,0.11,4,5,19,24,66,53,19,24.5,12,2.9,329
"23/02/2021",18,0.13,4,2,18,20,63,56,22,24,12,3.2,332
"23/02/2021",19,0.36,9,5,38,44,37,68,22,22.4,15,4.3,341
"23/02/2021",20,0.28,6,7,35,42,18,66,15,20.5,22,4.1,339
"23/02/2021",21,0.31,6,6,31,37,16,50,17,19.1,25,3.5,326
"23/02/2021",22,0.36,23,6,29,35,16,47,23,17.6,26,3.6,322
"23/02/2021",23,0.42,83,6,34,40,6,43,19,16.2,32,3.1,321
"23/02/2021",24,0.22,80,4,32,36,8,41,22,15,33,2.4,332
"24/02/2021",1,0.1,36,1,24,24,14,38,20,14.4,30,2.1,336
"24/02/2021",2,0.3,53,1,27,28,11,27,16,13.6,29,1.9,320
"24/02/2021",3,0.03,11,1,22,23,12,16,7,12.6,27,1.2,322
"24/02/2021",4,0.01,4,4,26,30,7,16,8,11.9,25,0.9,317
"24/02/2021",5,0.05,3,2,23,25,11,21,10,10.8,27,1.7,316
"24/02/2021",6,0.2,4,13,32,45,3,26,13,10.3,30,1.5,316
"24/02/2021",7,0.56,4,53,37,90,2,36,19,9.9,34,1.7,316
"24/02/2021",8,0.98,6,92,39,131,2,46,21,10.2,34,1.7,316
"24/02/2021",9,0.85,9,64,42,107,8,62,25,13.7,30,0.8,339
"24/02/2021",10,0.65,21,34,43,77,23,62,31,16.5,31,1,15
"24/02/2021",11,0.62,19,34,57,91,31,65,34,18.9,25,1.3,2
"24/02/2021",12,0.76,18,36,64,99,35,78,39,21.1,20,1.8,355
"24/02/2021",13,0.21,7,12,22,34,45,44,16,22.7,13,3.7,348
"24/02/2021",14,0.15,7,9,20,28,51,39,13,23.9,11,3.8,341
"24/02/2021",15,0.12,8,5,16,21,60,52,14,24.9,11,3.7,335
"24/02/2021",16,0.16,11,6,16,22,57,67,18,25.4,11,3.9,338
"24/02/2021",17,0.05,17,6,16,21,51,53,13,24.9,11,5.7,328
"19/03/2021",1,0.05,1,2,25,27,21,27,11,11.4,52,4.1,320
"19/03/2021",2,0.06,4,2,28,30,17,29,16,11,55,3.5,321
"19/03/2021",3,0.08,57,1,21,22,15,38,28,10.4,59,3.1,324
"19/03/2021",4,0.06,59,2,22,24,14,38,29,10.1,59,2.4,322
"19/03/2021",5,0.13,58,6,31,36,8,41,33,9.9,58,2.1,322
"19/03/2021",6,0.33,62,47,39,87,2,49,35,9.6,60,2.2,320
"19/03/2021",7,0.59,42,71,34,105,2,40,32,9.4,64,2,316
"19/03/2021",8,0.97,39,132,43,174,3,58,35,9.9,59,1.7,322
"19/03/2021",9,1.19,34,103,50,153,6,74,38,12.2,51,1.1,324
"19/03/2021",10,0.76,33,61,54,116,16,76,44,14.3,47,1.3,21
"19/03/2021",11,0.68,27,35,60,95,31,89,60,16.2,43,1.3,14
"19/03/2021",12,0.75,20,32,68,100,42,92,59,19,36,1.4,339
"19/03/2021",13,0.57,12,20,46,65,56,75,46,20.6,32,2.3,7
"19/03/2021",14,0.36,6,6,18,24,71,52,28,21.9,27,2.7,351
"19/03/2021",15,0.25,4,7,22,29,59,34,11,21.9,24,3,336
"19/03/2021",16,0.13,4,5,21,25,56,38,16,21.6,25,4.6,321
"19/03/2021",17,0.19,6,5,24,29,50,33,11,21.2,26,5.1,320
"19/03/2021",18,0.17,21,4,23,27,54,39,14,21.1,28,4.8,322
"19/03/2021",19,0.26,9,8,31,39,33,44,17,20.3,29,4.3,337
"19/03/2021",20,0.28,5,8,29,38,25,40,13,18.9,32,3.2,351
"19/03/2021",21,0.13,4,6,27,33,28,41,21,17.6,34,3.6,350
"19/03/2021",22,0.28,31,7,35,41,14,40,20,16,39,4.4,325
"19/03/2021",23,0.56,71,7,34,40,11,41,24,14.5,44,3.8,321
"19/03/2021",24,0.27,89,5,36,41,11,35,23,13.8,46,2.5,321
"20/03/2021",1,0.33,67,8,42,50,5,40,27,13.5,47,1.9,326
"20/03/2021",2,0.37,57,12,37,48,3,39,30,12.8,51,1.6,316
"20/03/2021",3,0.24,28,6,29,36,5,34,27,12,54,1.4,317
"20/03/2021",4,0.56,30,29,38,67,0,38,29,11.9,54,1.9,316
"20/03/2021",5,0.29,18,25,34,59,2,36,28,11.4,55,2,318
"20/03/2021",6,0.66,28,52,37,89,3,39,31,10.9,56,2.2,321
"20/03/2021",7,0.62,51,67,41,108,1,32,25,10.4,57,2.1,323
"20/03/2021",8,0.72,59,88,40,128,3,49,38,10.7,57,2.4,316
"20/03/2021",9,0.88,55,84,47,132,7,62,44,13.1,49,1.1,330
"20/03/2021",10,1.05,67,93,64,157,12,89,62,14.9,44,1.6,357
"20/03/2021",11,0.93,63,46,64,110,27,99,68,16.6,39,1.9,339
"20/03/2021",12,0.52,48,19,44,63,50,76,51,19.3,32,1.6,355
"20/03/2021",13,0.33,31,11,33,44,60,63,42,21.2,27,2.5,357
"20/03/2021",14,0.18,19,4,17,21,73,55,35,22.6,22,2.3,355
"20/03/2021",15,0.14,18,3,20,22,71,51,35,22.8,21,3.8,321
"20/03/2021",16,0.03,15,3,14,17,65,44,29,23.8,18,3.1,322
"20/03/2021",17,0.15,14,3,18,21,63,39,24,23.3,20,3.7,332
"20/03/2021",18,0.29,34,5,23,28,60,49,32,22.2,24,4.2,325
"20/03/2021",19,0.19,12,4,24,28,46,40,28,20.6,31,1.9,348
"20/03/2021",20,0.28,6,15,41,56,33,43,18,20.1,30,5,42
"20/03/2021",21,0.16,5,11,37,49,35,33,15,18.7,35,3.2,44
"20/03/2021",22,0.33,3,3,33,36,31,44,24,18.1,38,1.8,325
"20/03/2021",23,0.54,4,4,43,47,16,44,22,16.9,45,2.2,317
"20/03/2021",24,0.32,9,2,32,34,18,35,23,15.9,47,2.3,315
"21/03/2021",4,0.5,7,6,33,39,5,33,26,13.1,55,1.4,319
"21/03/2021",5,0.34,4,3,26,29,11,26,20,12.2,56,0.9,321
"21/03/2021",6,0.34,4,3,26,29,11,24,22,11.9,55,1.2,323
"21/03/2021",7,0.52,7,22,32,53,7,25,20,11.8,57,2.3,322
"21/03/2021",8,0.7,19,46,39,85,4,44,32,12.7,54,1.9,335
"21/03/2021",9,0.65,7,16,32,48,18,45,32,14.9,46,1.6,28
"21/03/2021",10,0.58,5,11,28,39,35,50,30,16.4,43,2.9,36
"21/03/2021",11,0.54,7,11,29,41,49,49,29,18.7,36,3.5,41
"21/03/2021",12,0.39,6,12,30,42,54,44,28,21,28,2.1,22
"21/03/2021",13,0.32,5,5,18,23,70,42,30,22.2,24,2.4,3
"21/03/2021",14,0.24,5,3,16,19,75,31,14,23.2,21,2,346
"21/03/2021",15,0.24,4,2,14,16,82,29,15,24.1,20,2,328
"21/03/2021",16,0.2,3,3,12,14,75,32,22,24.4,18,2.2,329
"21/03/2021",17,0.18,2,1,10,11,72,24,14,24.6,18,2.6,324
"21/03/2021",18,0.2,2,2,14,16,64,34,22,23.8,19,2.5,321
"21/03/2021",19,0.21,1,1,16,17,47,35,13,22.6,19,3.9,316
"21/03/2021",20,0.43,2,6,32,38,29,23,11,22.1,21,1.9,322
"21/03/2021",21,0.52,3,11,37,49,30,46,30,20.9,30,3.4,40
"21/03/2021",22,0.36,2,3,33,36,40,44,27,19.7,34,3,43
"21/03/2021",23,0.38,3,2,35,36,33,51,37,18.8,35,2.5,39
"21/03/2021",24,0.44,3,1,36,38,26,52,27,17.7,38,1.2,351
"22/03/2021",1,0.29,2,2,26,28,18,29,17,16.4,38,1.3,317
"22/03/2021",3,0.2,2,2,25,28,13,23,18,14.5,45,0.9,321
"22/03/2021",4,0.28,2,2,24,25,12,18,14,13.7,48,1.7,317
"22/03/2021",5,0.19,2,1,20,21,15,18,11,13,50,1.9,316
"22/03/2021",6,0.35,2,13,31,44,7,25,24,12.5,52,1.3,317
"22/03/2021",7,0.71,2,56,37,92,2,29,25,11.9,54,1.3,320
"22/03/2021",8,1.12,3,88,39,128,3,31,23,13.3,51,1,336
"22/03/2021",9,1.03,3,57,50,107,12,56,38,15.9,44,1.6,26
"22/03/2021",10,0.98,3,45,62,106,25,56,41,18.6,36,1.7,29
"22/03/2021",11,0.68,4,26,49,74,39,50,34,20.9,29,1.9,30
"22/03/2021",12,0.31,2,9,27,36,61,36,23,22.8,23,1.7,26
"22/03/2021",13,0.19,1,3,15,19,68,26,11,24.5,19,2,17
"22/03/2021",14,0.15,1,5,15,20,67,26,7,25.4,16,2.6,21
"22/03/2021",15,0.26,2,7,16,22,64,25,16,25.7,15,1.8,360
"22/03/2021",16,0.13,1,4,13,17,58,26,15,26.7,16,2.1,345
"22/03/2021",17,0.09,1,3,12,15,51,30,19,26.5,15,2.4,350
"22/03/2021",18,0.2,1,3,15,19,42,33,15,25.7,17,4.7,320
"22/03/2021",19,0.15,1,3,16,19,35,44,24,24.4,19,5.1,322
"22/03/2021",20,0.17,1,3,19,22,29,22,8,22.4,21,2,328
"22/03/2021",21,0.29,2,3,27,30,20,43,29,21.2,22,1.4,7
"22/03/2021",22,0.34,1,3,31,35,17,37,27,20.3,23,1.4,32
"22/03/2021",23,0.63,2,15,37,52,8,25,15,19.3,25,0.5,354
"22/03/2021",24,0.76,2,22,47,70,0,23,15,18.2,27,0.8,14
"23/03/2021",1,0.5,1,10,43,53,3,31,17,17.4,29,0.8,12
"23/03/2021",2,0.3,1,6,36,42,6,31,19,17,30,1.2,329
"23/03/2021",3,0.25,1,9,32,41,8,16,7,15.9,32,0.8,329
"23/03/2021",4,0.22,1,6,34,39,6,32,14,15,35,1.1,322
"23/03/2021",5,0.28,1,7,33,40,5,37,11,14.1,36,1.8,318
"23/03/2021",6,0.44,2,36,36,72,4,35,21,13.8,36,0.9,342
"23/03/2021",7,0.76,3,74,40,114,1,29,15,12.7,38,1.7,317
"23/03/2021",8,1.23,3,98,41,139,3,41,21,13.9,36,1.3,327
"23/03/2021",9,0.92,3,61,53,114,14,50,21,17.2,29,0.9,17
"23/03/2021",10,0.87,6,55,58,113,21,56,26,19.5,24,1.1,13
"23/03/2021",11,0.63,3,30,49,79,34,53,25,21.9,19,1.3,18
"23/03/2021",12,0.35,3,16,34,49,50,48,24,23.6,16,2,30
"23/03/2021",13,0.32,3,8,26,34,62,28,11,24.6,14,2.7,34
"23/03/2021",14,0.14,1,6,16,22,52,18,8,26.3,11,2.1,344
"23/03/2021",15,0.17,2,5,14,19,59,4,2,27.1,10,2.1,347
"25/03/2021",1,0.41,1,18,38,56,3,24,13,16.6,21,1.3,334
"25/03/2021",2,0.16,1,5,29,34,8,17,10,15.2,23,1.7,317
"25/03/2021",3,0.14,1,5,32,37,4,13,9,14.2,24,1,318
"25/03/2021",4,0.03,1,2,25,27,10,13,8,13.5,26,1.3,320
"25/03/2021",5,0.2,1,9,29,38,6,20,14,12.7,28,0.8,328
"25/03/2021",6,0.35,2,42,35,77,2,23,17,11.9,31,0.7,325
"25/03/2021",7,0.56,3,71,38,109,1,23,14,11.2,31,1.9,316
"25/03/2021",8,0.81,3,81,39,120,3,35,22,12.6,28,1.2,318
"25/03/2021",9,0.82,3,63,43,106,12,39,25,16.6,21,0.9,19
"25/03/2021",10,0.73,3,37,53,90,27,42,28,18.8,19,1.7,36
"25/03/2021",11,0.82,2,26,61,87,45,56,38,21.1,15,2.2,35
"25/03/2021",12,0.43,2,15,38,53,53,35,26,23.4,7,2,28
"25/03/2021",13,0.2,2,9,26,35,60,18,13,25.4,5,1.6,4
"25/03/2021",14,0.18,2,8,24,32,66,11,5,26.6,4,2.3,29
"25/03/2021",15,0.15,1,6,17,23,65,19,12,27.4,2,2.8,35
"25/03/2021",16,0.09,2,3,19,22,85,22,12,27.7,3,3.6,37
"25/03/2021",17,0.12,1,1,16,17,96,23,14,27.7,3,2.3,20
"25/03/2021",18,0.22,1,2,20,23,92,25,14,27.6,5,2.4,33
"25/03/2021",19,0.29,1,1,26,27,52,47,22,25.4,13,3.6,11
"25/03/2021",20,0.32,2,2,28,30,39,55,36,23.4,13,2.6,9
"25/03/2021",21,0.37,1,3,34,37,27,43,27,22.1,13,1.8,346
"25/03/2021",22,0.47,2,8,35,42,22,25,10,21.6,16,1.9,335
"25/03/2021",23,0.41,2,7,33,40,13,21,5,20.2,20,2.1,325
"25/03/2021",24,0.41,2,4,32,36,13,24,6,18.9,22,1.8,327
"26/03/2021",1,0.45,2,2,37,39,8,35,23,17.9,23,0.8,332
"26/03/2021",3,0.15,1,2,29,31,12,21,12,15.4,28,0.6,320
"26/03/2021",4,0.19,1,3,29,32,9,24,13,14.8,30,1.3,317
"26/03/2021",5,0.19,2,3,28,31,10,27,18,14,32,1.8,316
"26/03/2021",6,0.34,2,14,36,50,2,32,21,13.4,34,1.5,319
"26/03/2021",7,1.01,4,91,39,130,2,34,23,13.1,35,1,15
"26/03/2021",8,1.18,5,106,43,148,3,45,31,14.2,34,1.3,320
"26/03/2021",9,1.09,4,71,53,124,12,59,37,17,27,1.7,36
"26/03/2021",10,0.86,4,30,59,89,32,60,42,19.4,22,1.7,31
"26/03/2021",11,0.63,6,18,48,66,49,68,43,21.4,18,2.4,36
"26/03/2021",12,0.27,4,11,29,40,55,34,20,23.2,14,2.3,33
"26/03/2021",13,0.18,4,9,17,26,61,21,13,24.8,11,2.7,20
"26/03/2021",14,0.22,4,3,17,20,84,25,17,25.5,12,3.5,38
"26/03/2021",15,0.24,4,3,20,24,93,50,27,26.4,12,3.3,39
"26/03/2021",16,0.23,4,2,21,23,98,49,27,27.2,11,2.5,22
"26/03/2021",17,0.29,3,3,23,27,90,44,26,27.1,12,2.8,30
"26/03/2021",18,0.26,2,1,18,20,86,49,33,27.1,12,1.7,22
"26/03/2021",19,0.45,3,6,38,44,48,51,28,25.7,16,5,43
"26/03/2021",20,0.44,2,3,31,34,33,46,25,23.9,16,2.9,25
"26/03/2021",21,0.47,2,6,40,46,23,42,24,22.7,17,4.2,42
"26/03/2021",22,0.67,2,11,55,66,15,38,25,22,18,4.2,39
"26/03/2021",23,0.43,9,8,53,61,8,57,21,20.1,21,2.7,332
"26/03/2021",24,0.3,2,7,41,49,22,30,10,19.1,20,3.5,320
"27/03/2021",4,0.44,3,7,51,57,6,51,29,16.3,24,1,357
"27/03/2021",5,0.67,2,24,48,72,3,39,29,14.7,30,0.6,349
"27/03/2021",6,0.62,2,25,46,71,2,24,18,14.1,32,1,326
"27/03/2021",7,0.64,2,32,46,79,2,28,18,13.3,33,1.7,315
"27/03/2021",8,1.15,3,91,50,141,3,44,27,14.3,32,1.4,316
"27/03/2021",9,1.42,8,129,66,195,7,61,34,17.6,26,1,16
"27/03/2021",10,0.99,5,49,70,119,22,63,40,19.4,22,1.6,31
"27/03/2021",11,0.96,9,29,70,99,42,70,50,21.8,18,1.4,8
"27/03/2021",12,0.8,9,18,63,81,58,62,46,24,16,1.5,355
"27/03/2021",13,0.56,6,8,34,41,84,53,38,25.1,14,2.2,22
"27/03/2021",14,0.44,4,1,22,24,111,68,52,26.2,14,2.9,28
"27/03/2021",15,0.37,3,2,19,21,96,60,43,27,13,3,34
"27/03/2021",16,0.27,3,1,13,14,91,40,27,27.6,12,3,36
"27/03/2021",17,0.31,6,2,18,20,89,42,30,28.1,11,2.3,29
"27/03/2021",18,0.26,7,0,13,13,92,39,27,28.1,11,1.7,22
"27/03/2021",19,0.41,10,5,27,33,71,41,27,27.1,13,1.7,29
"27/03/2021",20,0.59,8,47,55,102,21,59,30,24.9,24,5.3,45
"27/03/2021",21,0.51,7,24,50,74,22,46,23,23.3,27,4.4,44
"27/03/2021",22,0.52,3,10,39,49,26,44,27,22.5,26,2.3,26
"27/03/2021",23,0.52,6,4,43,47,17,56,33,20.8,24,3,326
"27/03/2021",24,0.46,1,2,31,33,25,57,36,19.9,24,3.4,323
"28/03/2021",1,0.44,3,1,27,28,26,54,34,19.1,25,3,323
"28/03/2021",2,0.46,4,1,32,34,21,28,15,18.2,26,2.2,323
"28/03/2021",3,0.49,6,1,31,33,17,33,20,17.3,29,1.1,319
"28/03/2021",4,0.49,4,4,37,40,10,31,20,16.3,32,0.9,321
"28/03/2021",5,0.39,3,1,23,24,21,28,19,15.3,33,1.7,316
"28/03/2021",6,0.52,5,12,38,49,6,43,20,14.7,35,1.3,319
"28/03/2021",7,0.52,3,11,38,49,8,32,23,14.2,35,1.7,317
"28/03/2021",8,0.59,3,18,38,57,10,31,19,15.3,33,1.1,317
"28/03/2021",9,0.57,4,14,30,44,27,42,29,18.3,27,0.8,339
"28/03/2021",10,0.53,7,13,34,47,40,44,30,20.5,24,1.2,351
"28/03/2021",11,0.53,9,20,41,60,41,47,32,22.6,20,1.9,350
"28/03/2021",12,0.34,6,6,22,28,66,41,28,24.3,16,2.9,351
"28/03/2021",13,0.2,8,2,14,16,74,29,13,26,13,4.1,348
"28/03/2021",14,0.22,11,3,15,18,77,29,15,27.6,12,3.2,352
"28/03/2021",15,0.35,6,6,16,22,71,46,27,28.8,10,3.6,341
"28/03/2021",16,0.21,4,4,14,18,63,133,35,28.4,13,5.9,353
"28/03/2021",17,0.22,1,4,15,19,46,423,90,24,29,8.3,355
"28/03/2021",18,0.18,1,3,15,18,41,204,54,20.9,38,7.2,356
"28/03/2021",19,0.12,1,3,16,20,37,91,38,18.8,43,5.7,356
"28/03/2021",21,0.1,2,3,13,17,32,19,9,16.9,45,4,343
"28/03/2021",22,0.15,5,3,16,19,27,33,23,16.5,50,3.8,335
"28/03/2021",23,0.13,4,1,15,17,26,20,16,15.9,55,3.3,336
"28/03/2021",24,0.06,3,1,12,13,26,20,17,15.8,57,3,341
"29/03/2021",1,0.06,1,1,12,13,25,16,14,15.8,60,3.4,331
"29/03/2021",2,0.01,3,1,10,11,25,16,14,15.5,60,2.8,345
"29/03/2021",6,0.08,2,4,14,18,14,7,3,13.8,65,2.5,335
"29/03/2021",7,0.24,1,14,25,39,5,11,7,13.2,66,3.4,325
"29/03/2021",8,0.64,3,19,23,42,9,16,10,13.4,65,3,344
"29/03/2021",9,0.43,3,18,18,37,18,12,2,14.9,58,2.4,340
"29/03/2021",11,0.37,2,12,17,29,28,27,12,17.3,48,2.8,327
"29/03/2021",12,0.3,3,13,21,33,37,26,9,19,41,2.4,339
"29/03/2021",13,0.35,2,9,21,30,48,40,22,20.3,38,2.5,355
"29/03/2021",14,0.33,2,6,19,25,61,43,23,21.5,35,2.3,345
"29/03/2021",15,0.53,3,10,28,39,63,46,24,22.4,32,2.1,4
"29/03/2021",16,0.44,2,6,20,26,76,43,19,23.2,29,1.8,10
"29/03/2021",17,0.45,2,7,26,33,69,54,28,23.6,28,2,35
"29/03/2021",18,0.51,2,6,25,31,62,47,22,23.8,27,2,35
"29/03/2021",19,0.45,3,7,35,42,34,23,3,22.3,33,4.2,346
"29/03/2021",20,0.36,5,7,33,39,19,29,10,20.5,38,4.1,337
"29/03/2021",21,0.43,5,10,42,52,9,28,13,19.7,39,3.5,328
"29/03/2021",22,0.35,10,16,46,62,7,24,10,19.2,40,3.7,325
"29/03/2021",23,0.43,32,7,38,45,7,25,15,18.5,44,2.5,320
"29/03/2021",24,0.35,38,5,32,37,8,23,15,17.6,46,2.2,320
"30/03/2021",1,0.28,36,3,27,30,10,30,22,16.8,48,2.1,317
"30/03/2021",2,0.2,30,1,19,19,18,31,15,15.9,50,2.2,319
"30/03/2021",3,0.27,18,1,17,18,22,44,32,15.4,51,1.6,316
"30/03/2021",5,0.33,9,1,22,24,14,37,30,14.2,54,1,317
"30/03/2021",6,0.51,6,12,30,42,5,45,38,13.6,56,1.5,318
"30/03/2021",7,0.75,7,42,36,78,2,48,38,13.1,56,1.6,316
"30/03/2021",8,1.02,9,89,39,128,3,55,42,14.1,54,1.6,319
"30/03/2021",9,1.44,13,118,55,173,7,88,64,16.3,47,1.7,342
"30/03/2021",10,0.84,18,44,53,97,23,84,59,18.8,40,1.4,9
"30/03/2021",11,0.74,12,24,47,71,39,70,48,20.8,34,1.9,7
"30/03/2021",12,0.5,8,11,31,42,63,58,41,22.4,27,2.7,344
"30/03/2021",13,0.26,5,5,19,24,76,56,36,24.1,19,2.6,357
"30/03/2021",14,0.28,9,4,15,20,77,39,23,25.1,18,3.4,349
"30/03/2021",15,0.26,14,4,15,19,80,51,31,25.9,17,3.1,354
"30/03/2021",16,0.24,6,4,16,20,75,52,29,26.5,17,3.7,340
"30/03/2021",17,0.25,4,4,15,19,71,59,36,27.1,15,4.6,334
"30/03/2021",18,0.32,5,5,19,23,62,48,25,26.8,15,4.3,343
"30/03/2021",19,0.31,3,7,25,33,45,92,47,25.3,15,5,3
"30/03/2021",20,0.31,1,7,17,24,48,52,27,23.3,16,3.9,17
"30/03/2021",21,0.45,1,9,24,33,44,38,23,21.8,21,2.6,29
"30/03/2021",22,0.28,1,4,24,28,46,28,19,20.7,24,2.4,37
"30/03/2021",23,0.47,2,4,43,47,26,41,24,19.9,26,1.3,330
"30/03/2021",24,0.4,2,2,42,44,23,30,16,19,31,2.1,324
"31/03/2021",1,0.37,1,1,37,38,24,48,28,18,34,2.8,320
"31/03/2021",2,0.2,1,0,19,20,38,37,23,17.3,33,2.4,326
"31/03/2021",3,0.2,1,1,22,23,33,31,20,16.4,32,1.5,319
"31/03/2021",4,0.24,1,1,29,30,26,34,23,15.7,33,1.3,316
"31/03/2021",5,0.23,1,1,23,23,28,30,20,14.8,35,1.7,317
"31/03/2021",6,0.3,1,4,35,39,15,38,28,14.3,36,1.3,318
"31/03/2021",7,0.57,1,21,48,69,6,32,22,13.7,37,1.3,316
"31/03/2021",8,1.3,3,101,53,154,4,51,34,14.9,37,0.8,322
"31/03/2021",9,1.09,4,63,56,120,16,55,34,18.5,28,0.7,355
"31/03/2021",10,1.19,6,54,74,129,24,62,42,20.2,25,1.4,324
"31/03/2021",11,0.92,6,30,64,94,38,71,49,22,21,1.8,340
"31/03/2021",12,0.49,3,12,28,40,60,68,34,23.3,15,4,343
"31/03/2021",13,0.35,2,6,19,25,67,64,37,24.5,12,3.1,339
"31/03/2021",14,0.31,2,10,18,28,62,62,34,25.9,10,3.4,344
"31/03/2021",15,0.29,2,8,15,23,52,49,17,27,8,4.4,354
"31/03/2021",16,0.37,2,9,13,22,49,80,33,27,7,4.8,4
"31/03/2021",17,0.31,1,9,18,27,48,81,30,26.5,7,5.2,4
"31/03/2021",18,0.52,1,8,17,25,55,139,62,25.1,6,5.7,14
"31/03/2021",19,0.36,1,8,20,27,46,121,51,23.4,7,4.8,9
"31/03/2021",20,0.26,1,9,24,33,35,88,32,21.6,9,4.5,358
"31/03/2021",21,0.31,5,5,27,33,27,112,43,19.9,17,3.9,338
"31/03/2021",22,0.22,3,4,18,22,25,59,25,16.5,43,5.1,340
"31/03/2021",23,0.16,3,2,15,17,26,55,22,14.9,52,4.8,341
"31/03/2021",24,0.11,2,1,14,14,29,32,23,14.4,56,3.7,329
"01/04/2021",1,0.07,1,0,11,11,32,25,18,14.3,57,3,328
"01/04/2021",3,0.08,1,1,10,11,33,26,18,14.1,59,3.5,326
"01/04/2021",4,0.06,2,0,9,9,36,28,19,14,59,3.4,328
"01/04/2021",5,0.1,2,0,13,14,31,29,23,13.8,60,3.8,337
"01/04/2021",6,0.15,2,1,17,18,28,25,21,13.3,62,3.7,340
"01/04/2021",7,0.21,3,3,20,23,23,21,15,12.6,63,3.4,347
"01/04/2021",8,0.18,3,9,18,27,23,21,17,12.6,57,2.7,353
"01/04/2021",9,0.35,3,11,16,27,28,22,16,13.2,49,3.4,2
"01/04/2021",10,0.27,1,9,11,20,33,31,16,14.3,42,4.2,1
"01/04/2021",11,0.22,1,9,9,19,35,44,21,15.3,39,4.4,1
"01/04/2021",12,0.21,1,5,8,13,38,72,32,16.4,37,4.7,348
"01/04/2021",13,0.19,1,10,20,30,38,60,32,18.2,33,4.6,354
"01/04/2021",14,0.15,1,8,11,19,36,88,39,19.1,34,5.9,350
"01/04/2021",15,0.26,1,6,10,16,35,42,21,19.1,37,5.2,351
"01/04/2021",16,0.19,1,8,9,17,35,18,4,19.9,32,5.8,349
"01/04/2021",17,0.23,2,6,9,15,32,41,20,19.4,35,5.1,344
"01/04/2021",18,0.2,1,10,15,25,21,90,38,17.8,43,5.9,349
"01/04/2021",19,0.18,1,8,15,22,20,52,24,15.8,50,5.9,353
"01/04/2021",20,0.17,3,9,17,25,17,22,10,14.2,54,5.6,345
"01/04/2021",21,0.2,5,4,15,19,20,21,14,13.1,54,5,342
"01/04/2021",22,0.14,2,2,14,17,21,11,7,12.2,56,4.6,331
"01/04/2021",23,0.12,1,2,11,13,22,6,5,11.9,58,4.4,328
"01/04/2021",24,0.09,1,1,10,11,21,10,8,11.7,60,4.4,327
"02/04/2021",4,0.13,2,1,13,14,17,13,11,11.6,61,2.8,345
"02/04/2021",5,0.27,4,1,16,17,13,17,15,11.5,63,2.8,341
"02/04/2021",6,0.12,5,1,16,17,12,8,5,11.3,66,3.4,336
"02/04/2021",7,0.13,4,3,17,20,10,16,15,10.9,69,3.1,348
"02/04/2021",8,0.17,5,10,19,29,9,23,19,11.3,68,2.9,342
"02/04/2021",9,0.2,7,12,18,30,13,17,14,12,64,3.1,333
"02/04/2021",10,0.16,7,11,15,26,21,20,15,13.4,57,3.5,336
"02/04/2021",11,0.26,4,9,13,22,28,9,5,14.9,51,2.7,336
"02/04/2021",12,0.11,3,7,11,18,35,11,6,16.8,44,2.5,329
"02/04/2021",13,0.15,2,5,8,13,39,13,8,18.1,39,3,342
"02/04/2021",14,0.12,1,3,10,13,41,18,9,19.4,35,3.4,333
"02/04/2021",15,0.14,1,3,8,12,41,26,15,20.6,31,3.6,336
"02/04/2021",16,0.16,2,5,8,13,40,35,19,21.7,30,4.5,339
"02/04/2021",17,0.08,1,3,9,12,40,27,6,21.4,31,5.6,340
"02/04/2021",18,0.12,4,5,11,16,35,47,26,20.5,34,5.5,342
"02/04/2021",19,0.14,4,4,12,16,29,46,25,18.1,40,5.5,347
"02/04/2021",20,0.18,5,3,16,18,21,35,15,15.7,47,5.3,339
"02/04/2021",21,0.16,6,3,14,18,20,22,11,14.2,52,5.5,342
"02/04/2021",22,0.16,2,2,17,19,17,7,2,13.1,56,4.9,334
"02/04/2021",23,0.13,4,1,14,16,19,7,4,12.3,60,4.6,329
"02/04/2021",24,0.14,24,1,17,18,15,17,14,11.5,68,4.3,324
"03/04/2021",1,0.1,28,1,15,16,17,20,15,10.9,70,4,323
"03/04/2021",2,0.08,29,1,14,15,15,25,22,10.6,71,3.4,323
